Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp3pm,RainToday,
Albury,15,34,0,NA,NA,SW,41,ESE,WSW,9,24,55,25,1016,1013,NA,NA,34,No,
Albury,16,38,0,NA,NA,N,46,ESE,N,2,9,55,22,1014,1011,NA,NA,37,No,
Albury,23,36,0,NA,NA,ENE,26,S,WSW,13,9,46,29,1011,1009,NA,NA,33,No,
Albury,20,31,1,NA,NA,W,35,SW,WSW,2,15,45,27,1011,1010,NA,NA,30,No,
Albury,14,29,0,NA,NA,WNW,35,SSE,WNW,19,11,56,28,1012,1009,NA,NA,28,No,
Albury,14,29,0,NA,NA,SSE,24,SE,SE,11,11,53,38,1012,1008,NA,NA,28,No,
Albury,16,29,0,NA,NA,SSE,31,ENE,SW,4,9,57,31,1006,1004,NA,NA,27,No,
Albury,17,32,0,NA,NA,NNE,30,SE,N,19,13,48,34,1010,1008,NA,NA,30,No,
Albury,16,31,0,NA,NA,NNE,26,NNE,SW,17,6,51,42,1013,1010,NA,NA,29,No,
Albury,18,32,0,NA,NA,ENE,31,NA,E,0,11,66,40,1012,1009,NA,NA,31,No,
Albury,20,33,0,NA,NA,ENE,61,SE,SSE,17,22,55,41,1014,1011,NA,NA,33,No,
Albury,20,32,35,NA,NA,ENE,37,SSE,ENE,19,11,68,40,1014,1010,NA,NA,31,Yes,
Albury,22,26,1,NA,NA,NE,37,SE,NNE,13,15,81,87,1012,1009,8,8,23,Yes,
Albury,22,29,5,NA,NA,NE,44,NE,NW,19,11,66,84,1007,1006,8,NA,25,Yes,
Albury,22,31,14,NA,NA,NE,41,ESE,ENE,6,28,86,59,1010,1007,8,8,30,Yes,
Albury,24,26,2,NA,NA,NE,52,NE,NNE,33,22,61,90,1006,1006,NA,8,21,Yes,
Albury,20,31,14,NA,NA,WSW,24,SE,SSE,4,11,83,34,1009,1007,1,NA,30,Yes,
Albury,19,34,0,NA,NA,WSW,31,S,NW,2,13,71,46,1010,1005,NA,NA,33,No,
Albury,20,27,0,NA,NA,WSW,48,WNW,W,19,24,70,36,1004,1003,NA,NA,27,No,
Albury,13,27,0,NA,NA,W,28,S,S,6,9,64,43,1007,1006,NA,NA,26,No,
Albury,13,29,0,NA,NA,NE,28,E,SE,4,9,70,36,1009,1008,NA,NA,27,No,
Albury,16,32,0,NA,NA,E,22,SSE,NNE,13,13,63,38,1012,1009,NA,NA,30,No,
Albury,18,33,0,NA,NA,N,37,SE,NNW,9,6,60,40,1012,1010,NA,NA,32,No,
Albury,20,35,0,NA,NA,NE,43,ESE,N,13,13,60,37,1014,1010,NA,NA,33,No,
Albury,21,31,0,NA,NA,ENE,39,E,S,11,7,53,41,1010,1006,NA,NA,31,No,
Albury,20,31,0,NA,NA,WSW,35,NA,W,0,15,68,29,1003,1002,NA,NA,30,No,
Albury,15,32,0,NA,NA,SW,28,S,W,4,15,60,30,1008,1007,NA,NA,30,No,
Albury,21,34,0,NA,NA,SW,39,S,SSW,9,20,63,40,1008,1010,NA,NA,33,No,
Albury,14,32,0,NA,NA,WSW,39,NA,WSW,0,19,60,30,1015,1014,NA,NA,30,No,
Albury,13,32,0,NA,NA,E,28,SE,SSE,13,9,56,20,1018,1016,NA,NA,31,No,
Albury,15,32,0,NA,NA,NW,35,ENE,NNW,7,9,59,32,1019,1017,NA,NA,30,No,
Albury,17,35,0,NA,NA,SSE,28,SE,ESE,9,17,68,31,1019,1016,NA,NA,33,No,
Albury,20,38,0,NA,NA,S,24,SSE,S,7,17,56,25,1015,1011,NA,NA,37,No,
Albury,21,40,0,NA,NA,NW,61,E,NW,6,28,57,16,1009,1005,NA,NA,39,No,
Albury,22,34,0,NA,NA,NNE,41,NNE,N,17,20,77,49,1014,1011,NA,NA,32,No,
Albury,22,36,3,NA,NA,WNW,31,NA,W,0,7,74,50,1012,1012,NA,1,34,Yes,
Albury,23,28,3,NA,NA,WNW,81,S,SE,4,9,80,99,1013,1011,NA,8,23,Yes,
Albury,20,23,99,NA,NA,NW,28,NE,NW,11,4,97,95,1009,1007,5,8,23,Yes,
Albury,15,22,51,NA,NA,WSW,43,WNW,W,19,22,81,45,1017,1020,8,NA,19,Yes,
Albury,11,26,0,NA,NA,SSE,26,SSE,WNW,15,7,58,40,1024,1020,NA,NA,24,No,
Albury,13,27,0,NA,NA,SE,22,ESE,SE,7,11,66,50,1019,1017,NA,NA,26,No,
Albury,15,29,0,NA,NA,NNE,20,S,E,6,9,66,43,1022,1020,NA,NA,27,No,
Albury,17,30,0,NA,NA,N,28,SSE,ENE,9,17,79,55,1020,1016,2,NA,28,No,
Albury,20,25,40,NA,NA,SW,54,NE,NNW,15,9,98,94,1013,1012,8,8,22,Yes,
Albury,19,29,28,NA,NA,WNW,28,W,WNW,7,19,88,57,1014,1013,8,4,28,Yes,
Albury,15,29,0,NA,NA,SSE,24,SSE,S,11,7,73,50,1018,1017,NA,NA,28,No,
Albury,15,29,0,NA,NA,ENE,20,E,E,6,9,57,45,1022,1020,NA,NA,28,No,
Albury,16,28,0,NA,NA,ESE,24,ESE,N,7,9,69,40,1022,1019,NA,NA,27,No,
Albury,19,22,0,NA,NA,ENE,31,NA,NE,0,13,80,85,1018,1016,8,NA,21,No,
Albury,19,29,6,NA,NA,ESE,30,NA,SSE,0,4,90,55,1013,1011,8,5,28,Yes,
Albury,19,31,0,NA,NA,ESE,52,SE,E,13,15,68,51,1014,1010,1,1,30,No,
Albury,22,29,12,NA,NA,NNE,59,N,NW,17,20,91,67,1005,1005,NA,8,27,Yes,
Albury,17,26,13,NA,NA,WNW,43,WSW,WNW,13,26,80,50,1010,1010,8,5,25,Yes,
Albury,10,23,0,NA,NA,W,41,WSW,W,19,20,62,40,1015,1015,NA,NA,22,No,
Albury,12,25,0,NA,NA,SW,69,SSE,SSW,15,9,53,43,1022,1021,NA,NA,23,No,
Albury,13,28,0,NA,NA,WSW,28,ESE,W,7,11,66,43,1024,1020,NA,NA,27,No,
Albury,14,29,0,NA,NA,WSW,28,NE,WSW,2,13,76,43,1019,1016,NA,NA,28,No,
Albury,17,30,0,NA,NA,WNW,24,S,NNW,2,7,75,36,1014,1012,NA,NA,29,No,
Albury,16,31,0,NA,NA,W,33,SSE,N,6,7,70,36,1011,1009,NA,NA,30,No,
Albury,20,25,0,NA,NA,WNW,20,SSW,NE,6,7,87,87,1010,1009,8,8,21,No,
Albury,18,30,12,NA,NA,SE,20,SSE,ESE,7,11,85,55,1008,1004,4,7,29,Yes,
Albury,16,23,0,NA,NA,WSW,44,W,WSW,22,30,82,40,1007,1009,1,NA,22,No,
Albury,9,23,0,NA,NA,WNW,24,S,WNW,11,11,67,41,1016,1013,NA,NA,22,No,
Albury,8,22,0,NA,NA,WSW,37,ESE,WSW,4,22,77,45,1013,1012,NA,NA,21,No,
Albury,9,22,0,NA,NA,W,33,ENE,W,6,20,79,42,1014,1014,NA,NA,21,No,
Albury,12,25,0,NA,NA,SE,30,SSE,E,19,13,58,30,1021,1019,NA,NA,25,No,
Albury,10,25,0,NA,NA,E,22,NA,S,0,9,68,38,1026,1023,NA,NA,24,No,
Albury,11,27,0,NA,NA,SE,31,ESE,NNE,4,9,73,42,1024,1019,NA,NA,26,No,
Albury,11,29,0,NA,NA,NE,30,E,NNE,6,17,71,34,1018,1013,NA,2,28,No,
Albury,17,27,0,NA,NA,NNE,30,NA,NNW,0,15,61,57,1015,1013,2,NA,24,No,
Albury,19,21,13,NA,NA,N,22,ENE,ENE,9,13,92,95,1012,1012,8,8,20,Yes,
Albury,17,27,10,NA,NA,E,30,NA,SE,0,13,90,54,1015,1014,8,NA,26,Yes,
Albury,17,28,1,NA,NA,ENE,37,NA,NNE,0,19,88,56,1019,1017,NA,8,27,No,
Albury,20,29,1,NA,NA,SW,54,NA,NE,0,13,87,61,1020,1017,8,NA,29,No,
Albury,18,27,20,NA,NA,SSE,19,S,SE,7,7,96,61,1021,1019,7,NA,26,Yes,
Albury,16,28,0,NA,NA,E,24,SE,NE,7,11,81,56,1020,1017,NA,NA,27,No,
Albury,17,28,0,NA,NA,SW,30,E,W,6,19,87,37,1017,1016,7,NA,28,No,
Albury,12,26,0,NA,NA,WNW,22,SSW,SSE,7,7,84,51,1019,1016,7,NA,25,No,
Albury,13,26,0,NA,NA,SE,20,SSE,SSE,9,11,77,47,1015,1012,1,1,25,No,
Albury,13,27,0,NA,NA,NNE,24,SSE,ENE,13,15,74,43,1014,1011,NA,5,27,No,
Albury,14,28,0,NA,NA,SE,57,SE,ENE,13,9,71,46,1012,1008,NA,1,27,No,
Albury,18,26,0,NA,NA,E,30,SSE,NE,4,15,75,59,1005,1003,NA,NA,25,No,
Albury,19,27,0,NA,NA,WNW,37,NA,WNW,0,13,82,58,1001,1000,8,5,26,No,
Albury,16,20,0,NA,NA,W,37,NNW,WNW,15,22,76,63,1006,1005,8,8,18,No,
Albury,14,22,8,NA,NA,WNW,44,NNW,WNW,13,19,90,64,1004,1004,8,3,21,Yes,
Albury,13,22,0,NA,NA,WNW,43,W,WSW,17,17,77,49,1012,1013,3,8,21,No,
Albury,10,24,0,NA,NA,SSE,26,NNW,SE,2,4,67,43,1021,1020,NA,NA,23,No,
Albury,10,23,0,NA,NA,S,19,NA,S,0,7,69,47,1025,1024,NA,1,22,No,
Albury,10,25,0,NA,NA,E,20,S,ENE,2,11,81,45,1027,1024,NA,NA,24,No,
Albury,12,26,0,NA,NA,NE,26,NA,ENE,0,11,86,52,1024,1020,8,8,24,No,
Albury,12,26,0,NA,NA,SW,33,ESE,NW,9,6,87,55,1019,1016,5,8,24,No,
Albury,7,22,0,NA,NA,SSE,24,NA,SE,0,7,83,47,1023,1022,NA,NA,21,No,
Albury,9,20,0,NA,NA,NE,15,NA,S,0,9,81,66,1020,1016,4,8,20,No,
Albury,12,22,0,NA,NA,WNW,24,NA,SSW,0,7,90,57,1017,1014,NA,8,19,No,
Albury,9,22,0,NA,NA,SSE,28,NA,NA,0,0,74,46,1017,1015,5,1,22,No,
Albury,7,19,1,NA,NA,W,28,NA,NW,0,19,85,47,1020,1018,NA,NA,19,No,
Albury,4,18,0,NA,NA,SE,24,NA,E,0,6,70,42,1024,1022,NA,NA,18,No,
Albury,3,17,0,NA,NA,SSW,13,NA,SSE,0,7,76,53,1025,1022,NA,NA,16,No,
Albury,3,16,0,NA,NA,SE,17,NA,ESE,0,9,96,57,1021,1016,7,NA,16,No,
Albury,2,17,0,NA,NA,WNW,24,NA,WNW,0,17,94,39,1016,1014,8,NA,17,No,
Albury,4,16,0,NA,NA,SSE,44,ESE,SSE,7,24,60,43,1018,1017,NA,NA,16,No,
Albury,1,15,0,NA,NA,NW,26,NA,NW,0,17,69,43,1019,1015,NA,NA,15,No,
Albury,3,11,4,NA,NA,W,54,WNW,WNW,22,26,83,55,1011,1009,2,5,11,Yes,
Albury,0,10,0,NA,NA,WSW,24,SSW,NE,4,4,94,89,1015,1014,6,8,9,No,
Albury,4,14,5,NA,NA,W,35,WNW,WNW,11,20,98,74,1015,1012,8,6,13,Yes,
Albury,4,14,2,NA,NA,W,35,W,WSW,20,19,82,46,1021,1022,NA,7,14,Yes,
Albury,-1,14,0,NA,NA,W,15,NA,WSW,0,9,95,57,1032,1030,8,5,12,No,
Albury,1,11,0,NA,NA,W,20,SE,W,4,7,99,74,1033,1031,8,8,11,No,
Albury,1,16,0,NA,NA,E,15,NA,ESE,0,4,85,54,1032,1028,NA,NA,15,No,
Albury,2,18,0,NA,NA,E,20,E,ENE,7,7,99,48,1032,1029,1,NA,18,No,
Albury,3,16,0,NA,NA,S,13,NA,SSE,0,6,91,55,1032,1029,NA,NA,16,No,
Albury,5,19,0,NA,NA,SE,15,NA,ESE,0,7,93,48,1029,1025,NA,NA,18,No,
Albury,3,21,0,NA,NA,ESE,19,NA,ESE,0,9,85,50,1025,1021,NA,NA,20,No,
Albury,6,22,0,NA,NA,ENE,46,NA,NE,0,20,94,53,1017,1009,6,6,20,No,
Albury,10,15,17,NA,NA,WNW,44,NNE,WNW,19,20,88,85,1003,1001,8,8,14,Yes,
Albury,9,16,4,NA,NA,WNW,26,WSW,WNW,15,7,85,65,1008,1008,8,8,15,Yes,
Albury,3,15,0,NA,NA,SE,30,S,SE,11,17,74,47,1017,1016,NA,NA,14,No,
Albury,1,15,0,NA,NA,WSW,26,NA,WSW,0,20,75,52,1021,1019,NA,NA,14,No,
Albury,2,14,0,NA,NA,W,17,NE,WSW,2,11,99,65,1022,1021,7,1,13,No,
Albury,3,14,0,NA,NA,WSW,15,NA,WSW,0,11,99,72,1025,1024,NA,NA,13,No,
Albury,3,15,0,NA,NA,SSE,11,WSW,NA,4,0,99,63,1027,1023,NA,NA,14,No,
Albury,4,16,0,NA,NA,SSE,26,NA,ESE,0,11,76,51,1026,1023,NA,NA,16,No,
Albury,3,19,0,NA,NA,SE,22,NA,SE,0,9,73,48,1025,1022,NA,NA,19,No,
Albury,3,20,0,NA,NA,NE,17,NA,NE,0,11,86,53,1028,1025,NA,NA,19,No,
Albury,3,18,0,NA,NA,N,15,NNW,SSE,7,9,99,58,1028,1023,7,NA,17,No,
Albury,4,18,0,NA,NA,NW,20,ENE,NW,6,11,97,57,1021,1016,8,NA,17,No,
Albury,9,15,9,NA,NA,W,24,W,WNW,9,11,95,72,1016,1016,8,1,14,Yes,
Albury,2,12,0,NA,NA,N,28,NA,N,0,15,98,75,1019,1015,8,2,12,No,
Albury,5,13,2,NA,NA,WSW,26,W,WNW,9,15,77,50,1018,1018,NA,NA,12,Yes,
Albury,-1,10,0,NA,NA,SW,52,S,NW,4,13,97,79,1019,1014,8,NA,9,No,
Albury,2,10,3,NA,NA,WNW,37,WNW,W,13,22,89,63,1019,1017,8,8,10,Yes,
Albury,3,15,0,NA,NA,WSW,33,W,SSW,13,17,89,51,1018,1016,7,NA,14,No,
Albury,-1,14,0,NA,NA,SSE,20,NA,SSE,0,13,85,46,1021,1022,NA,NA,14,No,
Albury,-1,14,0,NA,NA,SSE,26,NA,SSE,0,17,82,50,1029,1027,NA,NA,14,No,
Albury,1,16,0,NA,NA,SE,28,NA,SSE,0,17,76,49,1029,1026,NA,NA,16,No,
Albury,0,16,0,NA,NA,SSE,20,NA,ESE,0,11,91,41,1027,1025,NA,NA,16,No,
Albury,2,17,0,NA,NA,SSE,35,NNE,SSE,7,19,78,45,1025,1024,NA,NA,17,No,
Albury,1,17,0,NA,NA,S,15,E,S,2,7,82,48,1027,1025,NA,NA,17,No,
Albury,1,16,0,NA,NA,ESE,46,NA,E,0,6,89,52,1024,1018,NA,NA,16,No,
Albury,3,13,1,NA,NA,WNW,35,NW,W,11,15,92,68,1011,1010,8,NA,12,No,
Albury,6,13,0,NA,NA,NW,28,WNW,WNW,13,11,91,85,1015,1015,8,8,11,No,
Albury,3,12,0,NA,NA,NW,20,NA,NNE,0,7,99,92,1018,1015,8,8,11,No,
Albury,8,15,4,NA,NA,N,46,NNE,NNE,6,19,86,67,1015,1011,7,8,14,Yes,
Albury,7,12,11,NA,NA,NNW,65,NW,WNW,11,28,93,58,1002,1004,8,2,10,Yes,
Albury,6,11,1,NA,NA,NW,43,WNW,NW,19,19,93,69,1013,1014,8,8,10,No,
Albury,6,14,3,NA,NA,W,43,W,W,19,17,85,70,1020,1021,8,NA,13,Yes,
Albury,3,13,0,NA,NA,WNW,15,NE,S,6,7,99,87,1028,1028,NA,NA,12,No,
Albury,6,16,0,NA,NA,SE,13,SSE,S,7,6,99,65,1031,1028,8,NA,15,No,
Albury,3,16,0,NA,NA,NE,24,NE,NNW,6,13,99,55,1029,1025,8,NA,15,No,
Albury,1,16,0,NA,NA,NNE,13,NA,NA,0,0,99,47,1031,1029,NA,NA,16,No,
Albury,0,15,0,NA,NA,SSE,15,NA,ESE,0,7,98,52,1036,1033,NA,NA,15,No,
Albury,1,17,0,NA,NA,ENE,17,NA,ESE,0,6,81,50,1037,1035,NA,NA,16,No,
Albury,0,15,0,NA,NA,SE,20,NA,SE,0,9,92,53,1039,1034,NA,NA,15,No,
Albury,0,14,0,NA,NA,E,13,SE,SE,2,4,99,59,1034,1029,8,NA,14,No,
Albury,0,15,0,NA,NA,N,20,E,SE,4,9,99,63,1027,1021,7,NA,15,No,
Albury,3,15,0,NA,NA,SE,48,ESE,S,6,7,98,80,1019,1014,8,7,13,No,
Albury,6,15,15,NA,NA,W,69,N,NW,7,35,85,54,1013,1009,6,6,14,Yes,
Albury,7,11,4,NA,NA,WNW,59,NW,WNW,26,28,84,73,1010,1009,8,NA,11,Yes,
Albury,7,11,1,NA,NA,NW,61,NW,NNW,17,19,94,87,1011,1008,8,8,10,Yes,
Albury,7,11,4,NA,NA,WNW,52,WNW,W,15,24,85,54,1014,1018,2,1,11,Yes,
Albury,-1,8,0,NA,NA,WNW,28,NA,W,0,15,93,64,1026,1025,NA,8,8,No,
Albury,4,9,4,NA,NA,WNW,28,WNW,WNW,13,19,94,87,1022,1021,8,8,8,Yes,
Albury,6,11,0,NA,NA,WNW,46,NNW,WNW,19,28,78,68,1018,1013,8,8,11,No,
Albury,5,12,7,NA,NA,W,30,WNW,W,15,19,85,64,1022,1023,6,8,11,Yes,
Albury,6,11,0,NA,NA,NW,28,NA,NW,0,19,83,64,1025,1023,8,7,10,No,
Albury,7,10,0,NA,NA,W,30,WNW,WNW,15,17,91,88,1022,1020,7,NA,9,No,
Albury,0,13,4,NA,NA,SW,15,S,ENE,6,2,99,65,1029,1030,8,NA,11,Yes,
Albury,-2,12,0,NA,NA,E,17,NA,E,0,7,95,46,1037,1033,NA,NA,12,No,
Albury,0,14,0,NA,NA,SE,20,NA,E,0,9,78,56,1031,1026,NA,5,14,No,
Albury,5,11,0,NA,NA,W,31,SE,SSE,7,9,86,95,1024,1021,8,8,10,No,
Albury,8,11,9,NA,NA,WNW,33,W,N,17,7,92,85,1019,1018,8,8,9,Yes,
Albury,0,15,2,NA,NA,WSW,13,NW,NA,4,0,99,66,1020,1018,NA,NA,14,Yes,
Albury,0,17,0,NA,NA,SE,33,SE,SE,2,19,99,54,1022,1020,1,5,16,No,
Albury,4,17,0,NA,NA,SE,26,NW,S,4,11,75,46,1022,1020,NA,4,17,No,
Albury,7,16,0,NA,NA,SSE,33,SE,SSE,17,15,56,45,1024,1021,NA,NA,15,No,
Albury,0,15,0,NA,NA,W,19,NA,W,0,11,72,45,1025,1022,NA,NA,14,No,
Albury,2,9,0,NA,NA,E,19,NA,E,0,11,93,81,1021,1018,NA,8,9,No,
Albury,6,13,16,NA,NA,NW,26,SE,NW,9,11,99,80,1017,1016,8,NA,12,Yes,
Albury,4,14,2,NA,NA,WNW,28,NE,S,2,11,99,63,1022,1022,NA,NA,13,Yes,
Albury,1,15,0,NA,NA,NNW,15,NA,NW,0,7,99,49,1030,1029,NA,NA,14,No,
Albury,0,13,0,NA,NA,SE,41,ESE,S,6,6,99,59,1031,1028,NA,NA,13,No,
Albury,-1,15,0,NA,NA,E,17,NW,ESE,2,9,92,52,1029,1025,NA,NA,14,No,
Albury,1,16,0,NA,NA,SE,19,WNW,SSE,2,13,89,54,1025,1020,NA,NA,16,No,
Albury,5,15,1,NA,NA,E,20,NNE,ENE,2,15,96,76,1022,1020,NA,NA,14,No,
Albury,3,19,0,NA,NA,NE,20,NA,NNE,0,11,92,55,1022,1019,NA,NA,19,No,
Albury,7,21,0,NA,NA,ENE,26,NA,NE,0,13,90,44,1022,1018,NA,NA,20,No,
Albury,4,22,0,NA,NA,NNE,28,NA,NE,0,15,92,43,1022,1020,NA,NA,21,No,
Albury,7,23,0,NA,NA,NNE,35,ESE,N,7,24,64,37,1024,1021,NA,NA,23,No,
Albury,6,21,0,NA,NA,ESE,44,SE,NNE,7,24,65,42,1023,1018,NA,NA,20,No,
Albury,10,13,15,NA,NA,WSW,30,SE,ESE,7,6,99,92,1019,1015,8,NA,12,Yes,
Albury,5,11,4,NA,NA,WNW,28,WNW,SSW,9,7,96,84,1016,1013,NA,NA,10,Yes,
Albury,7,12,8,NA,NA,WSW,24,S,W,6,13,95,76,1012,1010,7,NA,10,Yes,
Albury,3,10,1,NA,NA,W,24,ENE,WNW,2,13,89,76,1010,1008,NA,7,10,Yes,
Albury,6,11,4,NA,NA,WNW,19,N,W,4,13,89,83,1009,1007,NA,NA,10,Yes,
Albury,3,17,3,NA,NA,SSE,37,SE,SE,4,22,84,50,1012,1012,NA,NA,17,Yes,
Albury,2,16,0,NA,NA,SW,24,SSE,W,4,15,74,43,1021,1020,NA,NA,16,No,
Albury,1,13,0,NA,NA,ESE,13,NA,E,0,7,91,65,1025,1023,NA,NA,13,No,
Albury,4,17,0,NA,NA,SSE,22,NA,NNW,0,4,88,50,1027,1024,NA,NA,16,No,
Albury,4,14,1,NA,NA,ENE,15,SE,ESE,6,7,86,73,1026,1022,NA,NA,13,Yes,
Albury,9,19,0,NA,NA,NE,24,NA,NNE,0,13,80,45,1021,1016,NA,NA,19,No,
Albury,7,13,6,NA,NA,NE,44,SE,NE,4,28,95,91,1012,1006,NA,NA,12,Yes,
Albury,7,11,31,NA,NA,WNW,35,WNW,WNW,19,15,90,91,1011,1010,NA,NA,10,Yes,
Albury,7,19,1,NA,NA,SE,28,SSE,SE,11,19,88,49,1021,1021,NA,NA,19,No,
Albury,3,17,0,NA,NA,SE,22,SE,SSE,7,9,62,32,1032,1030,NA,NA,17,No,
Albury,2,18,0,NA,NA,SW,20,ESE,SW,6,11,79,46,1037,1035,NA,NA,17,No,
Albury,2,18,0,NA,NA,WSW,22,NNE,NW,6,7,79,47,1040,1036,NA,NA,17,No,
Albury,3,17,0,NA,NA,S,17,E,NNE,7,9,99,56,1037,1033,NA,NA,16,No,
Albury,2,18,0,NA,NA,ENE,17,ESE,SE,11,6,99,56,1031,1027,NA,NA,17,No,
Albury,3,21,0,NA,NA,N,31,SSE,N,7,19,99,48,1026,1021,NA,NA,20,No,
Albury,2,17,0,NA,NA,WNW,24,S,W,6,13,99,36,1026,1023,8,NA,16,No,
Albury,1,17,0,NA,NA,WSW,31,ESE,W,2,17,71,42,1024,1020,NA,NA,16,No,
Albury,0,16,0,NA,NA,WSW,24,NA,WNW,0,7,72,44,1023,1019,NA,2,16,No,
Albury,1,16,0,NA,NA,W,26,W,WNW,2,19,80,59,1019,1018,NA,8,16,No,
Albury,1,16,0,NA,NA,WNW,20,NA,NNW,0,7,99,47,1024,1022,NA,NA,15,No,
Albury,0,16,0,NA,NA,WNW,26,SE,WSW,6,19,87,56,1025,1023,NA,NA,16,No,
Albury,3,18,0,NA,NA,S,15,E,S,6,4,82,42,1026,1023,NA,NA,18,No,
Albury,3,20,0,NA,NA,ESE,17,SE,E,7,7,65,31,1028,1025,NA,NA,20,No,
Albury,3,20,0,NA,NA,NE,30,ESE,ENE,4,20,71,44,1028,1024,NA,NA,19,No,
Albury,7,17,0,NA,NA,ENE,31,ENE,E,9,11,65,68,1024,1022,NA,NA,16,No,
Albury,5,21,3,NA,NA,N,31,NA,NNE,0,22,86,52,1025,1020,4,NA,21,Yes,
Albury,11,19,5,NA,NA,W,56,N,W,24,33,55,71,1015,1014,3,8,12,Yes,
Albury,0,14,1,NA,NA,NW,30,NA,WSW,0,17,78,44,1021,1020,NA,NA,14,No,
Albury,0,16,0,NA,NA,WNW,22,SSE,NW,7,11,74,38,1023,1019,NA,NA,16,No,
Albury,3,14,0,NA,NA,S,57,W,WSW,20,30,70,47,1013,1011,8,8,13,No,
Albury,4,NA,0,NA,NA,NA,NA,W,WSW,20,30,79,47,1016,1014,NA,NA,16,No,
Albury,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,
Albury,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,
Albury,NA,16,NA,NA,NA,NA,NA,NA,NNW,NA,9,NA,47,NA,1024,NA,5,15,No,
Albury,1,21,NA,NA,NA,W,33,ESE,WSW,9,15,83,42,1022,1018,NA,NA,21,No,
Albury,2,17,0,NA,NA,W,31,E,NW,4,15,72,33,1023,1020,NA,NA,17,No,
Albury,4,21,0,NA,NA,WSW,24,SSE,S,6,7,78,50,1018,1014,NA,3,19,No,
Albury,4,22,0,NA,NA,NE,26,E,NE,7,20,78,52,1018,1012,NA,NA,22,No,
Albury,6,24,0,NA,NA,NNW,19,SE,WSW,4,11,52,36,1016,1015,NA,NA,23,No,
Albury,5,27,0,NA,NA,WNW,57,SE,NE,9,22,70,36,1016,1007,NA,NA,26,No,
Albury,10,14,1,NA,NA,W,61,WNW,W,31,22,73,70,1009,1011,8,NA,13,No,
Albury,2,18,4,NA,NA,W,30,NA,WNW,0,17,99,53,1023,1020,8,5,18,Yes,
Albury,4,22,0,NA,NA,ENE,30,E,N,9,13,81,36,1023,1017,NA,NA,22,No,
Albury,10,18,0,NA,NA,W,35,W,WNW,17,22,65,39,1018,1018,NA,NA,18,No,
Albury,2,18,0,NA,NA,SE,37,ESE,NW,11,11,69,39,1020,1016,NA,NA,18,No,
Albury,9,20,1,NA,NA,SSE,43,S,E,15,9,53,36,1022,1021,NA,NA,19,No,
Albury,3,20,0,NA,NA,ENE,20,ESE,NNE,6,9,65,37,1025,1020,NA,NA,19,No,
Albury,7,21,0,NA,NA,ENE,35,ESE,NE,7,20,72,44,1020,1014,8,NA,21,No,
Albury,12,19,1,NA,NA,WNW,83,ESE,ENE,9,19,69,93,1009,1005,4,8,14,No,
Albury,11,12,28,NA,NA,NW,59,WNW,WNW,30,20,84,89,996,996,3,8,10,Yes,
Albury,8,16,8,NA,NA,NW,48,NW,NNW,20,20,84,59,1006,1004,8,8,15,Yes,
Albury,8,14,4,NA,NA,ENE,26,SE,SW,9,11,85,80,1006,1007,8,8,13,Yes,
Albury,4,18,6,NA,NA,SSE,35,S,S,13,17,69,47,1018,1018,NA,NA,15,Yes,
Albury,3,18,1,NA,NA,WSW,22,SSE,E,9,9,67,40,1025,1022,NA,NA,18,No,
Albury,4,19,0,NA,NA,SSW,24,ESE,S,6,4,74,47,1025,1022,NA,1,19,No,
Albury,6,18,0,NA,NA,ENE,19,SE,SSE,4,13,89,59,1021,1016,NA,NA,17,No,
Albury,10,16,0,NA,NA,SW,13,S,S,9,4,87,80,1015,1013,NA,8,15,No,
Albury,11,21,4,NA,NA,W,41,S,WSW,7,7,88,53,1013,1010,NA,NA,20,Yes,
Albury,9,22,0,NA,NA,WSW,33,SE,W,4,24,79,50,1012,1010,NA,NA,21,No,
Albury,11,19,0,NA,NA,WSW,46,W,WNW,13,28,89,57,1010,1007,8,5,18,No,
Albury,3,14,2,NA,NA,NA,NA,NNW,W,4,24,64,48,1011,1010,NA,NA,14,Yes,
Albury,6,17,NA,NA,NA,WNW,39,WNW,WSW,13,22,83,47,1014,1013,7,NA,15,No,
Albury,3,20,0,NA,NA,W,24,S,S,6,11,81,31,1019,1017,NA,NA,18,No,
Albury,5,23,0,NA,NA,NNE,28,ESE,NNE,6,7,73,47,1021,1018,NA,NA,22,No,
Albury,10,24,0,NA,NA,NE,28,ESE,NE,11,13,74,54,1017,1012,NA,NA,23,No,
Albury,10,26,0,NA,NA,W,43,E,W,4,19,77,53,1010,1008,NA,8,24,No,
Albury,9,19,0,NA,NA,W,50,WSW,W,24,33,58,34,1018,1021,NA,NA,17,No,
Albury,4,20,0,NA,NA,W,22,S,ESE,11,7,64,29,1032,1031,NA,NA,18,No,
Albury,5,24,0,NA,NA,NNW,22,SE,WNW,7,7,69,35,1033,1030,NA,NA,23,No,
